city_name,w,lambda,mean_total_time,std_total_time,mean_similarity_time,std_similarity_time
Mulberry_FL,50,inf,0.0141,0.0,0.0141,0.0
VirginiaBeach_VA,25,8.0,0.1841,0.0005,0.0001,0.0
VirginiaBeach_VA,25,16.0,0.1795,0.0008,0.0001,0.0
VirginiaBeach_VA,25,32.0,0.1831,0.0009,0.0002,0.0
VirginiaBeach_VA,25,64.0,0.1748,0.0002,0.0004,0.0
VirginiaBeach_VA,25,inf,0.0854,0.0,0.0853,0.0
VirginiaBeach_VA,50,8.0,0.1838,0.0006,0.0001,0.0
VirginiaBeach_VA,50,16.0,0.1839,0.0005,0.0001,0.0
VirginiaBeach_VA,50,32.0,0.1771,0.0026,0.0002,0.0
VirginiaBeach_VA,50,64.0,0.1793,0.0002,0.0003,0.0
VirginiaBeach_VA,50,inf,0.0843,0.0001,0.0842,0.0001
Golden_CO,25,8.0,0.0455,0.0,0.0001,0.0
Golden_CO,25,16.0,0.0454,0.0002,0.0001,0.0
Golden_CO,25,32.0,0.0454,0.0001,0.0002,0.0
Golden_CO,25,64.0,0.0458,0.0001,0.0004,0.0
Golden_CO,25,inf,0.0257,0.0001,0.0257,0.0001
Golden_CO,50,8.0,0.0457,0.0001,0.0001,0.0
Golden_CO,50,16.0,0.0441,0.0007,0.0001,0.0
Golden_CO,50,32.0,0.0437,0.0001,0.0002,0.0
Golden_CO,50,64.0,0.0462,0.0002,0.0003,0.0
Golden_CO,50,inf,0.0251,0.0001,0.0251,0.0001
Erie_PA,25,8.0,0.0557,0.0001,0.0001,0.0
Erie_PA,25,16.0,0.0538,0.0002,0.0001,0.0
Erie_PA,25,32.0,0.0557,0.0003,0.0002,0.0
Erie_PA,25,64.0,0.0536,0.0001,0.0004,0.0
Erie_PA,25,inf,0.0334,0.0,0.0333,0.0
Erie_PA,50,8.0,0.0557,0.0001,0.0001,0.0
Erie_PA,50,16.0,0.0532,0.0001,0.0001,0.0
Erie_PA,50,32.0,0.0541,0.0002,0.0002,0.0
Erie_PA,50,64.0,0.0542,0.0001,0.0003,0.0
Erie_PA,50,inf,0.0324,0.0,0.0324,0.0
Dallas_TX,25,8.0,0.1541,0.0001,0.0001,0.0
Dallas_TX,25,16.0,0.1528,0.0001,0.0001,0.0
Dallas_TX,25,32.0,0.1487,0.0002,0.0002,0.0
Dallas_TX,25,64.0,0.1463,0.0001,0.0003,0.0
Dallas_TX,25,inf,0.0786,0.0001,0.0786,0.0001
Dallas_TX,50,8.0,0.1486,0.0001,0.0001,0.0
Dallas_TX,50,16.0,0.1482,0.0003,0.0001,0.0
Dallas_TX,50,32.0,0.1453,0.0001,0.0002,0.0
Dallas_TX,50,64.0,0.1472,0.0002,0.0004,0.0
Dallas_TX,50,inf,0.0772,0.0002,0.0771,0.0002
Boulder_CO,25,8.0,0.1088,0.0,0.0001,0.0
Boulder_CO,25,16.0,0.1042,0.0001,0.0001,0.0
Boulder_CO,25,32.0,0.1081,0.0009,0.0002,0.0
Boulder_CO,25,64.0,0.1086,0.0001,0.0004,0.0
Boulder_CO,25,inf,0.0599,0.0001,0.0598,0.0001
Boulder_CO,50,8.0,0.1047,0.0001,0.0001,0.0
Boulder_CO,50,16.0,0.1069,0.0001,0.0001,0.0
Boulder_CO,50,32.0,0.1089,0.0003,0.0002,0.0
Boulder_CO,50,64.0,0.1086,0.0002,0.0004,0.0
Boulder_CO,50,inf,0.0583,0.0001,0.0583,0.0001
Berkeley_CA,25,8.0,0.1006,0.0001,0.0001,0.0
Berkeley_CA,25,16.0,0.1036,0.0007,0.0001,0.0
Berkeley_CA,25,32.0,0.1008,0.0003,0.0002,0.0
Berkeley_CA,25,64.0,0.1006,0.0002,0.0004,0.0
Berkeley_CA,25,inf,0.0527,0.0002,0.0527,0.0002
Berkeley_CA,50,8.0,0.104,0.0001,0.0001,0.0
Berkeley_CA,50,16.0,0.1037,0.0002,0.0001,0.0
Berkeley_CA,50,32.0,0.1041,0.0001,0.0002,0.0
Berkeley_CA,50,64.0,0.1049,0.0003,0.0004,0.0
Berkeley_CA,50,inf,0.0514,0.0003,0.0514,0.0003
Decatur_GA,25,8.0,0.0372,0.0006,0.0001,0.0
Decatur_GA,25,16.0,0.0373,0.0001,0.0001,0.0
Decatur_GA,25,32.0,0.0382,0.0003,0.0002,0.0
Decatur_GA,25,64.0,0.0366,0.0002,0.0003,0.0
Decatur_GA,25,inf,0.0206,0.0001,0.0205,0.0001
Decatur_GA,50,8.0,0.0364,0.0002,0.0001,0.0
Decatur_GA,50,16.0,0.0363,0.0005,0.0001,0.0
Decatur_GA,50,32.0,0.037,0.0007,0.0002,0.0
Decatur_GA,50,64.0,0.0368,0.0,0.0003,0.0
Decatur_GA,50,inf,0.0198,0.0001,0.0198,0.0001
Jacksonville_FL,25,8.0,0.1509,0.0005,0.0001,0.0001
Jacksonville_FL,25,16.0,0.148,0.0004,0.0001,0.0
Jacksonville_FL,25,32.0,0.1462,0.0002,0.0002,0.0
Jacksonville_FL,25,64.0,0.1455,0.0002,0.0004,0.0
Jacksonville_FL,25,inf,0.0749,0.0001,0.0749,0.0001
Jacksonville_FL,50,8.0,0.1445,0.0005,0.0001,0.0
Jacksonville_FL,50,16.0,0.1441,0.0018,0.0001,0.0
Jacksonville_FL,50,32.0,0.1415,0.0001,0.0002,0.0
Jacksonville_FL,50,64.0,0.1437,0.0,0.0003,0.0
Jacksonville_FL,50,inf,0.0744,0.0001,0.0744,0.0001
Albany_GA,25,8.0,0.0464,0.0004,0.0001,0.0
Albany_GA,25,16.0,0.0467,0.0003,0.0001,0.0
Albany_GA,25,32.0,0.047,0.0001,0.0002,0.0
Albany_GA,25,64.0,0.0467,0.0,0.0004,0.0
Albany_GA,25,inf,0.0254,0.0,0.0254,0.0
Albany_GA,50,8.0,0.0457,0.0,0.0001,0.0
Albany_GA,50,16.0,0.0453,0.0,0.0001,0.0
Albany_GA,50,32.0,0.0477,0.0001,0.0002,0.0
Albany_GA,50,64.0,0.0454,0.0001,0.0004,0.0
Albany_GA,50,inf,0.0244,0.0,0.0243,0.0
Miami_FL,25,8.0,0.0944,0.0015,0.0001,0.0
Miami_FL,25,16.0,0.0948,0.0004,0.0001,0.0
Miami_FL,25,32.0,0.0976,0.0,0.0002,0.0
Miami_FL,25,64.0,0.0964,0.0002,0.0004,0.0
Miami_FL,25,inf,0.0494,0.0,0.0493,0.0
Miami_FL,50,8.0,0.0954,0.0001,0.0001,0.0
Miami_FL,50,16.0,0.094,0.0001,0.0001,0.0
Miami_FL,50,32.0,0.0977,0.0,0.0002,0.0
Miami_FL,50,64.0,0.0979,0.0,0.0004,0.0
Miami_FL,50,inf,0.0486,0.0001,0.0486,0.0001
Chicago_IL,25,8.0,0.242,0.0002,0.0001,0.0
Chicago_IL,25,16.0,0.2385,0.0002,0.0001,0.0
Chicago_IL,25,32.0,0.2339,0.0005,0.0002,0.0
Chicago_IL,25,64.0,0.2346,0.0002,0.0004,0.0
Chicago_IL,25,inf,0.1267,0.0002,0.1266,0.0002
Chicago_IL,50,8.0,0.2507,0.0001,0.0001,0.0
Chicago_IL,50,16.0,0.2563,0.0041,0.0001,0.0
Chicago_IL,50,32.0,0.2509,0.0005,0.0002,0.0
Chicago_IL,50,64.0,0.2513,0.0005,0.0003,0.0
Chicago_IL,50,inf,0.1327,0.0002,0.1326,0.0002
Dublin_CA,25,8.0,0.0216,0.0,0.0001,0.0
Dublin_CA,25,16.0,0.0213,0.0,0.0001,0.0
Dublin_CA,25,32.0,0.0223,0.0001,0.0002,0.0
Dublin_CA,25,64.0,0.0217,0.0,0.0003,0.0
Dublin_CA,25,inf,0.0142,0.0001,0.0142,0.0001
Dublin_CA,50,8.0,0.022,0.0,0.0001,0.0
Dublin_CA,50,16.0,0.0219,0.0,0.0001,0.0
Dublin_CA,50,32.0,0.0221,0.0,0.0002,0.0
Dublin_CA,50,64.0,0.0223,0.0001,0.0003,0.0
Dublin_CA,50,inf,0.0135,0.0001,0.0134,0.0001
Denver_CO,25,8.0,0.1175,0.0001,0.0001,0.0
Denver_CO,25,16.0,0.1119,0.0001,0.0001,0.0
Denver_CO,25,32.0,0.1178,0.0002,0.0002,0.0
Denver_CO,25,64.0,0.112,0.0001,0.0004,0.0
Denver_CO,25,inf,0.0635,0.0001,0.0634,0.0001
Denver_CO,50,8.0,0.117,0.0001,0.0001,0.0
Denver_CO,50,16.0,0.1171,0.0002,0.0001,0.0
Denver_CO,50,32.0,0.1173,0.0001,0.0002,0.0
Denver_CO,50,64.0,0.1126,0.0008,0.0004,0.0
Denver_CO,50,inf,0.0633,0.0004,0.0633,0.0004
Valdosta_GA,25,8.0,0.0295,0.0004,0.0001,0.0
Valdosta_GA,25,16.0,0.0298,0.0,0.0001,0.0
Valdosta_GA,25,32.0,0.0294,0.0001,0.0002,0.0
Valdosta_GA,25,64.0,0.0302,0.0,0.0004,0.0
Valdosta_GA,25,inf,0.0178,0.0,0.0177,0.0
Valdosta_GA,50,8.0,0.0286,0.0001,0.0001,0.0
Valdosta_GA,50,16.0,0.0284,0.0,0.0001,0.0
Valdosta_GA,50,32.0,0.029,0.0001,0.0002,0.0
Valdosta_GA,50,64.0,0.0286,0.0001,0.0004,0.0
Valdosta_GA,50,inf,0.0176,0.0001,0.0176,0.0001
Richmond_VA,25,8.0,0.1693,0.0003,0.0001,0.0
Richmond_VA,25,16.0,0.1608,0.0003,0.0001,0.0
Richmond_VA,25,32.0,0.1657,0.0028,0.0002,0.0
Richmond_VA,25,64.0,0.1677,0.0002,0.0004,0.0
Richmond_VA,25,inf,0.0828,0.0004,0.0827,0.0004
Richmond_VA,50,8.0,0.1738,0.0003,0.0001,0.0
Richmond_VA,50,16.0,0.1714,0.0002,0.0001,0.0
Richmond_VA,50,32.0,0.1747,0.0002,0.0002,0.0
Richmond_VA,50,64.0,0.1682,0.0003,0.0003,0.0
Richmond_VA,50,inf,0.0833,0.0003,0.0832,0.0003
Boston_MA,25,8.0,0.0986,0.0001,0.0001,0.0
Boston_MA,25,16.0,0.0941,0.0002,0.0001,0.0
Boston_MA,25,32.0,0.0982,0.0005,0.0002,0.0
Boston_MA,25,64.0,0.0974,0.0018,0.0003,0.0
Boston_MA,25,inf,0.0438,0.0001,0.0437,0.0001
Boston_MA,50,8.0,0.0981,0.0001,0.0001,0.0
Boston_MA,50,16.0,0.0961,0.0002,0.0001,0.0
Boston_MA,50,32.0,0.0944,0.0002,0.0002,0.0
Boston_MA,50,64.0,0.0978,0.0012,0.0003,0.0
Boston_MA,50,inf,0.0411,0.0001,0.0411,0.0001
Nashville_TN,25,8.0,0.1176,0.0003,0.0001,0.0
Nashville_TN,25,16.0,0.1159,0.0004,0.0001,0.0
Nashville_TN,25,32.0,0.1163,0.0004,0.0002,0.0
Nashville_TN,25,64.0,0.1179,0.0001,0.0003,0.0
Nashville_TN,25,inf,0.0625,0.0003,0.0625,0.0003
Nashville_TN,50,8.0,0.1164,0.0003,0.0001,0.0
Nashville_TN,50,16.0,0.1175,0.0004,0.0001,0.0
Nashville_TN,50,32.0,0.1114,0.0002,0.0002,0.0
Nashville_TN,50,64.0,0.1166,0.0013,0.0003,0.0
Nashville_TN,50,inf,0.0607,0.0003,0.0606,0.0003
Athens_GA,25,8.0,0.037,0.0001,0.0001,0.0
Athens_GA,25,16.0,0.0357,0.0006,0.0001,0.0
Athens_GA,25,32.0,0.0369,0.0003,0.0002,0.0
Athens_GA,25,64.0,0.0373,0.0,0.0003,0.0
Athens_GA,25,inf,0.0193,0.0,0.0193,0.0
Athens_GA,50,8.0,0.0365,0.0,0.0001,0.0
Athens_GA,50,16.0,0.0354,0.0001,0.0001,0.0
Athens_GA,50,32.0,0.035,0.0003,0.0002,0.0
Athens_GA,50,64.0,0.0351,0.0,0.0003,0.0
Athens_GA,50,inf,0.0196,0.0,0.0195,0.0
Philadelphia_PA,25,8.0,0.1509,0.0,0.0001,0.0
Philadelphia_PA,25,16.0,0.1487,0.0001,0.0001,0.0
Philadelphia_PA,25,32.0,0.1435,0.0001,0.0002,0.0
Philadelphia_PA,25,64.0,0.146,0.0001,0.0004,0.0
Philadelphia_PA,25,inf,0.0764,0.0001,0.0764,0.0001
Philadelphia_PA,50,8.0,0.1506,0.0001,0.0001,0.0
Philadelphia_PA,50,16.0,0.1451,0.0001,0.0001,0.0
Philadelphia_PA,50,32.0,0.1483,0.0001,0.0002,0.0
Philadelphia_PA,50,64.0,0.1454,0.0001,0.0004,0.0
Philadelphia_PA,50,inf,0.0772,0.0002,0.0771,0.0002
Cleveland_OH,25,8.0,0.3025,0.0002,0.0001,0.0
Cleveland_OH,25,16.0,0.3023,0.0017,0.0001,0.0
Cleveland_OH,25,32.0,0.3039,0.0009,0.0002,0.0
Cleveland_OH,25,64.0,0.2983,0.0001,0.0004,0.0
Cleveland_OH,25,inf,0.1707,0.0005,0.1705,0.0005
Cleveland_OH,50,8.0,0.3142,0.0004,0.0001,0.0
Cleveland_OH,50,16.0,0.3111,0.0007,0.0001,0.0
Cleveland_OH,50,32.0,0.3091,0.0003,0.0002,0.0
Cleveland_OH,50,64.0,0.3148,0.0005,0.0004,0.0
Cleveland_OH,50,inf,0.166,0.0002,0.1659,0.0002
Pittsburg_PA,25,8.0,0.0001,0.0,0.0,0.0
Pittsburg_PA,25,16.0,0.0001,0.0,0.0,0.0
Pittsburg_PA,25,32.0,0.0001,0.0,0.0,0.0
Pittsburg_PA,25,64.0,0.0001,0.0,0.0,0.0
Pittsburg_PA,25,inf,0.0,0.0,0.0,0.0
Pittsburg_PA,50,8.0,0.0,0.0,0.0,0.0
Pittsburg_PA,50,16.0,0.0,0.0,0.0,0.0
Pittsburg_PA,50,32.0,0.0,0.0,0.0,0.0
Pittsburg_PA,50,64.0,0.0,0.0,0.0,0.0
Pittsburg_PA,50,inf,0.0,0.0,0.0,0.0
Detroit_MI,25,8.0,0.1474,0.0005,0.0001,0.0
Detroit_MI,25,16.0,0.1408,0.0004,0.0001,0.0
Detroit_MI,25,32.0,0.1397,0.0006,0.0002,0.0
Detroit_MI,25,64.0,0.1396,0.0002,0.0004,0.0
Detroit_MI,25,inf,0.074,0.0001,0.0739,0.0001
Detroit_MI,50,8.0,0.1474,0.0005,0.0001,0.0
Detroit_MI,50,16.0,0.1439,0.0002,0.0001,0.0
Detroit_MI,50,32.0,0.1465,0.0002,0.0002,0.0
Detroit_MI,50,64.0,0.1393,0.0001,0.0004,0.0
Detroit_MI,50,inf,0.0736,0.0001,0.0736,0.0001
Alpharetta_GA,25,8.0,0.043,0.0003,0.0001,0.0
Alpharetta_GA,25,16.0,0.0415,0.0006,0.0001,0.0
Alpharetta_GA,25,32.0,0.0407,0.0,0.0002,0.0
Alpharetta_GA,25,64.0,0.0409,0.0,0.0003,0.0
Alpharetta_GA,25,inf,0.0209,0.0,0.0208,0.0
Alpharetta_GA,50,8.0,0.0422,0.0003,0.0001,0.0
Alpharetta_GA,50,16.0,0.0406,0.0001,0.0001,0.0
Alpharetta_GA,50,32.0,0.0421,0.0001,0.0002,0.0
Alpharetta_GA,50,64.0,0.0412,0.0001,0.0003,0.0
Alpharetta_GA,50,inf,0.0199,0.0,0.0198,0.0
Gainsville_FL,25,8.0,0.0524,0.0002,0.0001,0.0
Gainsville_FL,25,16.0,0.049,0.0001,0.0001,0.0
Gainsville_FL,25,32.0,0.0507,0.0001,0.0002,0.0
Gainsville_FL,25,64.0,0.051,0.0001,0.0004,0.0
Gainsville_FL,25,inf,0.0349,0.0,0.0348,0.0
Gainsville_FL,50,8.0,0.0515,0.0,0.0001,0.0
Gainsville_FL,50,16.0,0.0494,0.0001,0.0001,0.0
Gainsville_FL,50,32.0,0.0517,0.0003,0.0002,0.0
Gainsville_FL,50,64.0,0.0499,0.0001,0.0004,0.0
Gainsville_FL,50,inf,0.0363,0.0003,0.0362,0.0003
Baltimore_MD,25,8.0,0.4011,0.0004,0.0001,0.0
Baltimore_MD,25,16.0,0.3861,0.0004,0.0001,0.0
Baltimore_MD,25,32.0,0.3818,0.0009,0.0002,0.0
Baltimore_MD,25,64.0,0.3827,0.0016,0.0004,0.0
Baltimore_MD,25,inf,0.2041,0.0006,0.204,0.0006
Baltimore_MD,50,8.0,0.3866,0.0005,0.0001,0.0
Baltimore_MD,50,16.0,0.387,0.0008,0.0001,0.0
Baltimore_MD,50,32.0,0.3894,0.0066,0.0002,0.0
Baltimore_MD,50,64.0,0.3963,0.0012,0.0004,0.0
Baltimore_MD,50,inf,0.2045,0.0008,0.2044,0.0009
